timestamp,y_true,iforest_score,trip_count,anomaly_type
2024-07-30 22:30:00,0,-0.08017095168967953,2048.0,
2024-07-30 23:00:00,1,-0.06654910567231576,1572.0,variance
2024-07-30 23:30:00,0,-0.061949364449803423,1159.0,
2024-07-31 00:00:00,0,-0.0520782346189268,856.0,
2024-07-31 00:30:00,0,-0.04255568375290564,653.0,
2024-07-31 01:00:00,0,-0.056317535867946855,543.0,
2024-07-31 01:30:00,0,-0.055987696321954994,336.0,
2024-07-31 02:00:00,0,-0.06285025493118851,266.0,
2024-07-31 02:30:00,0,-0.05597680391360982,126.0,
2024-07-31 03:00:00,0,-0.05159498250926925,113.0,
2024-07-31 03:30:00,0,-0.04797950515373661,90.0,
2024-07-31 04:00:00,0,-0.0484053837356323,102.0,
2024-07-31 04:30:00,0,-0.05055925251963023,104.0,
2024-07-31 05:00:00,0,-0.0477406014339129,182.0,
2024-07-31 05:30:00,0,-0.05152534879178927,349.0,
2024-07-31 06:00:00,0,-0.05077622618327621,582.0,
2024-07-31 06:30:00,0,-0.05899217347554081,977.0,
2024-07-31 07:00:00,0,-0.0689905811003717,1207.0,
2024-07-31 07:30:00,0,-0.057658957367342945,1649.0,
2024-07-31 08:00:00,0,-0.06621623531489401,2083.0,
2024-07-31 08:30:00,0,-0.07003923269258933,2485.0,
2024-07-31 09:00:00,0,-0.07549190769379127,2281.0,
2024-07-31 09:30:00,0,-0.10023503945106327,2224.0,
2024-07-31 10:00:00,0,-0.09432353359025497,2324.0,
2024-07-31 10:30:00,0,-0.1008440103435535,2269.0,
2024-07-31 11:00:00,0,-0.1046226025568529,2379.0,
2024-07-31 11:30:00,0,-0.10576372661694589,2549.0,
2024-07-31 12:00:00,0,-0.10600823176363017,2559.0,
2024-07-31 12:30:00,0,-0.10582694898670747,2613.0,
2024-07-31 13:00:00,0,-0.10042806906640545,2591.0,
2024-07-31 13:30:00,0,-0.09782301415592104,2670.0,
2024-07-31 14:00:00,0,-0.1037948998283027,2740.0,
2024-07-31 14:30:00,0,-0.09689338550203364,2765.0,
2024-07-31 15:00:00,0,-0.10438919867777835,2899.0,
2024-07-31 15:30:00,0,-0.09947137266315814,2823.0,
2024-07-31 16:00:00,0,-0.10094296057492713,2848.0,
2024-07-31 16:30:00,0,-0.09459255212814249,3063.0,
2024-07-31 17:00:00,0,-0.07867611817976994,3140.0,
2024-07-31 17:30:00,0,-0.06831694594413196,3433.0,
2024-07-31 18:00:00,0,-0.04638637912948618,3514.0,
2024-07-31 18:30:00,0,-0.054005907638831174,3394.0,
2024-07-31 19:00:00,0,-0.06002088246444559,3159.0,
2024-07-31 19:30:00,0,-0.08221823998295896,2936.0,
2024-07-31 20:00:00,0,-0.08330151588821993,2850.0,
2024-07-31 20:30:00,0,-0.0730512814982559,3195.0,
2024-07-31 21:00:00,0,-0.0682896907096745,3023.0,
2024-07-31 21:30:00,0,-0.04316399359816303,3480.0,
2024-07-31 22:00:00,0,-0.07508229252384396,2556.0,
2024-07-31 22:30:00,0,-0.06589393045269681,2126.0,
2024-07-31 23:00:00,0,-0.054316955707766845,1755.0,
2024-07-31 23:30:00,0,-0.04533895056066062,1294.0,
2024-08-01 00:00:00,0,0.02469357577169129,2.0,
2024-08-01 00:30:00,0,-0.02832349594429806,931.0,
2024-08-01 01:00:00,0,-0.05562673549080438,591.0,
2024-08-01 01:30:00,0,-0.040970039776314304,370.0,
2024-08-01 02:00:00,0,-0.05597382148501312,250.0,
2024-08-01 02:30:00,0,-0.05932771651198593,193.0,
2024-08-01 03:00:00,0,-0.05205442279919342,128.0,
2024-08-01 03:30:00,0,-0.041591447966932926,110.0,
2024-08-01 04:00:00,0,-0.058207988997350746,122.0,
2024-08-01 04:30:00,0,-0.054218540439441965,130.0,
2024-08-01 05:00:00,0,-0.05596571471553469,191.0,
2024-08-01 05:30:00,0,-0.05008395177045327,326.0,
2024-08-01 06:00:00,0,-0.03226945039414608,547.0,
2024-08-01 06:30:00,0,-0.05339131055345819,942.0,
2024-08-01 07:00:00,0,-0.05847708206223973,1217.0,
2024-08-01 07:30:00,0,-0.05112854804932254,1630.0,
2024-08-01 08:00:00,0,-0.037214374316809073,1853.0,
2024-08-01 08:30:00,0,-0.05653490357755836,2240.0,
2024-08-01 09:00:00,0,-0.06891859465979988,2237.0,
2024-08-01 09:30:00,0,-0.0716767569202259,2211.0,
2024-08-01 10:00:00,0,-0.09410271113187657,2267.0,
2024-08-01 10:30:00,0,-0.09328220933872267,2348.0,
2024-08-01 11:00:00,0,-0.09709572688953494,2371.0,
2024-08-01 11:30:00,0,-0.10665991236067063,2479.0,
2024-08-01 12:00:00,0,-0.09949945498718699,2678.0,
2024-08-01 12:30:00,0,-0.10945786278285696,2626.0,
2024-08-01 13:00:00,0,-0.11177901939499862,2673.0,
2024-08-01 13:30:00,0,-0.09796331330001878,3059.0,
2024-08-01 14:00:00,0,-0.10329283925424038,2929.0,
2024-08-01 14:30:00,0,0.012660384011020542,1.0,
2024-08-01 15:00:00,0,0.029631208786643715,2.0,
2024-08-01 15:30:00,0,-0.04415865043165135,2998.0,
2024-08-01 16:00:00,0,-0.03274606445749517,3059.0,
2024-08-01 16:30:00,0,-0.028712127711774782,3212.0,
2024-08-01 17:00:00,0,-0.043631217581227455,3445.0,
2024-08-01 17:30:00,0,-0.01898227851612211,3500.0,
2024-08-01 18:00:00,0,0.059594624131120044,1.0,
2024-08-01 18:30:00,0,0.005126307960569676,3609.0,
2024-08-01 19:00:00,0,-0.01355262056640305,3091.0,
2024-08-01 19:30:00,0,-0.006715005934926466,2996.0,
2024-08-01 20:00:00,0,-0.05243163477585433,2852.0,
2024-08-01 20:30:00,0,0.06209890748811664,1.0,
2024-08-01 21:00:00,0,0.00859161494755567,3025.0,
2024-08-01 21:30:00,0,-0.017353501184542597,3034.0,
2024-08-01 22:00:00,0,0.05136190882700542,1.0,
2024-08-01 22:30:00,0,-0.0370078248470076,2498.0,
2024-08-01 23:00:00,0,-0.021356926334124005,2011.0,
2024-08-01 23:30:00,0,0.04432314763086309,1.0,
2024-08-02 00:00:00,0,0.0005274954178045022,1422.0,
2024-08-02 00:30:00,0,0.00018201396267458758,1029.0,
2024-08-02 01:00:00,0,-0.014648081584090478,865.0,
2024-08-02 01:30:00,0,-0.03445640421927154,615.0,
2024-08-02 02:00:00,0,-0.03138749577848876,516.0,
2024-08-02 02:30:00,0,0.03252820458247874,290.0,
2024-08-02 03:00:00,0,0.009715245995546407,261.0,
2024-08-02 03:30:00,0,-0.03095310849199495,211.0,
2024-08-02 04:00:00,0,-0.005398850612666872,206.0,
2024-08-02 04:30:00,0,-0.030985914215459265,123.0,
2024-08-02 05:00:00,0,-0.024791280452248543,205.0,
2024-08-02 05:30:00,0,-0.008456992721941226,409.0,
2024-08-02 06:00:00,0,0.004096500460773811,521.0,
2024-08-02 06:30:00,0,-0.02046324638041197,791.0,
2024-08-02 07:00:00,0,-0.019377871245407685,996.0,
2024-08-02 07:30:00,0,-0.023128089062816715,1244.0,
2024-08-02 08:00:00,0,-0.025651826837903124,1385.0,
2024-08-02 08:30:00,0,0.010067856092030758,1651.0,
2024-08-02 09:00:00,0,-0.016289103948779138,1780.0,
2024-08-02 09:30:00,0,-0.016295457246238376,1850.0,
2024-08-02 10:00:00,0,-0.010988623280463239,1960.0,
2024-08-02 10:30:00,0,-0.0447014969760382,2094.0,
2024-08-02 11:00:00,0,-0.05881997657696347,2176.0,
2024-08-02 11:30:00,0,-0.046687239827483684,2329.0,
2024-08-02 12:00:00,0,-0.0689171045577277,2387.0,
2024-08-02 12:30:00,0,-0.0695957155588719,2470.0,
2024-08-02 13:00:00,0,-0.07528521220809609,2355.0,
2024-08-02 13:30:00,0,-0.06980360077884268,2456.0,
2024-08-02 14:00:00,0,-0.06725107288099935,2699.0,
2024-08-02 14:30:00,0,-0.0573916739629276,2753.0,
2024-08-02 15:00:00,0,-0.07165723073364844,2735.0,
2024-08-02 15:30:00,0,-0.08452003769841454,2813.0,
2024-08-02 16:00:00,0,-0.08189753527253851,2764.0,
2024-08-02 16:30:00,0,-0.08403068776627859,2820.0,
2024-08-02 17:00:00,0,-0.07506945363814976,2803.0,
2024-08-02 17:30:00,0,-0.04625562438427833,3140.0,
2024-08-02 18:00:00,0,-0.034468207519463556,3529.0,
2024-08-02 18:30:00,0,0.007229412478957031,4200.0,
2024-08-02 19:00:00,0,-0.0439764515947646,3541.0,
